"night";"group";"group_night";"IdLabel";"phase";"cond";"patch";"sex";"n";"vol_consumed";"phase_dur";"vis_hour";"ml_hour";"rev_night"
55;"mixed4";4;"Ind24";2;"test";2;"m";1007;3.42;6;167.833333333333;0.57;6
56;"mixed4";5;"Ind19";1;"test";1;"f";1958;11.16;6;326.333333333333;1.86;5
56;"mixed4";5;"Ind19";1;"test";2;"f";29;0;6;4.83333333333333;0;5
56;"mixed4";5;"Ind19";2;"test";1;"f";1630;6.39;6;271.666666666667;1.065;5
56;"mixed4";5;"Ind19";2;"test";2;"f";605;2.43;6;100.833333333333;0.405;5
56;"mixed4";5;"Ind20";1;"test";1;"f";2161;9.96;6;360.166666666667;1.66;5
56;"mixed4";5;"Ind20";1;"test";2;"f";82;0;6;13.6666666666667;0;5
56;"mixed4";5;"Ind20";2;"test";1;"f";1262;4.38;6;210.333333333333;0.73;5
56;"mixed4";5;"Ind20";2;"test";2;"f";1851;8.19;6;308.5;1.365;5
56;"mixed4";5;"Ind21";1;"test";1;"m";224;1.2;6;37.3333333333333;0.2;5
56;"mixed4";5;"Ind21";1;"test";2;"m";47;0;6;7.83333333333333;0;5
56;"mixed4";5;"Ind21";2;"test";1;"m";1587;3.96;6;264.5;0.66;5
56;"mixed4";5;"Ind21";2;"test";2;"m";1112;3.03;6;185.333333333333;0.505;5
56;"mixed4";5;"Ind22";1;"test";1;"m";2273;14.1;6;378.833333333333;2.35;5
56;"mixed4";5;"Ind22";1;"test";2;"m";50;0;6;8.33333333333333;0;5
56;"mixed4";5;"Ind22";2;"test";1;"m";1094;3.63;6;182.333333333333;0.605;5
56;"mixed4";5;"Ind22";2;"test";2;"m";838;2.61;6;139.666666666667;0.435;5
56;"mixed4";5;"Ind23";1;"test";1;"f";1193;5.25;6;198.833333333333;0.875;5
56;"mixed4";5;"Ind23";1;"test";2;"f";43;0;6;7.16666666666667;0;5
56;"mixed4";5;"Ind23";2;"test";1;"f";904;2.88;6;150.666666666667;0.48;5
56;"mixed4";5;"Ind23";2;"test";2;"f";847;3.33;6;141.166666666667;0.555;5
56;"mixed4";5;"Ind24";1;"test";1;"m";574;2.22;6;95.6666666666667;0.37;5
56;"mixed4";5;"Ind24";1;"test";2;"m";28;0;6;4.66666666666667;0;5
56;"mixed4";5;"Ind24";2;"test";1;"m";830;2.64;6;138.333333333333;0.44;5
56;"mixed4";5;"Ind24";2;"test";2;"m";847;3.66;6;141.166666666667;0.61;5
57;"mixed4";6;"Ind19";1;"test";1;"f";18;0;6;3;0;4
57;"mixed4";6;"Ind19";1;"test";2;"f";1839;8.79;6;306.5;1.465;4
57;"mixed4";6;"Ind19";2;"test";1;"f";742;2.58;6;123.666666666667;0.43;4
57;"mixed4";6;"Ind19";2;"test";2;"f";1494;6.42;6;249;1.07;4
57;"mixed4";6;"Ind20";1;"test";1;"f";40;0;6;6.66666666666667;0;4
57;"mixed4";6;"Ind20";1;"test";2;"f";2419;13.44;6;403.166666666667;2.24;4
57;"mixed4";6;"Ind20";2;"test";1;"f";1654;7.44;6;275.666666666667;1.24;4
57;"mixed4";6;"Ind20";2;"test";2;"f";1419;5.79;6;236.5;0.965;4
57;"mixed4";6;"Ind21";1;"test";1;"m";25;0;6;4.16666666666667;0;4
57;"mixed4";6;"Ind21";1;"test";2;"m";165;0.87;6;27.5;0.145;4
57;"mixed4";6;"Ind21";2;"test";1;"m";938;3;6;156.333333333333;0.5;4
57;"mixed4";6;"Ind21";2;"test";2;"m";1359;3.66;6;226.5;0.61;4
57;"mixed4";6;"Ind22";1;"test";1;"m";52;0;6;8.66666666666667;0;4
57;"mixed4";6;"Ind22";1;"test";2;"m";2403;13.5;6;400.5;2.25;4
57;"mixed4";6;"Ind22";2;"test";1;"m";806;3.6;6;134.333333333333;0.6;4
57;"mixed4";6;"Ind22";2;"test";2;"m";664;2.04;6;110.666666666667;0.34;4
57;"mixed4";6;"Ind23";1;"test";1;"f";42;0;6;7;0;4
57;"mixed4";6;"Ind23";1;"test";2;"f";1520;8.01;6;253.333333333333;1.335;4
57;"mixed4";6;"Ind23";2;"test";1;"f";789;3.72;6;131.5;0.62;4
57;"mixed4";6;"Ind23";2;"test";2;"f";914;3.3;6;152.333333333333;0.55;4
57;"mixed4";6;"Ind24";1;"test";1;"m";33;0;6;5.5;0;4
57;"mixed4";6;"Ind24";1;"test";2;"m";227;0.87;6;37.8333333333333;0.145;4
57;"mixed4";6;"Ind24";2;"test";1;"m";719;2.52;6;119.833333333333;0.42;4
57;"mixed4";6;"Ind24";2;"test";2;"m";815;2.7;6;135.833333333333;0.45;4
58;"mixed4";7;"Ind19";1;"test";1;"f";1926;10.89;6;321;1.815;3
58;"mixed4";7;"Ind19";1;"test";2;"f";24;0;6;4;0;3
58;"mixed4";7;"Ind19";2;"test";1;"f";1382;4.65;6;230.333333333333;0.775;3
58;"mixed4";7;"Ind19";2;"test";2;"f";715;2.7;6;119.166666666667;0.45;3
58;"mixed4";7;"Ind20";1;"test";1;"f";2356;12.78;6;392.666666666667;2.13;3
58;"mixed4";7;"Ind20";1;"test";2;"f";41;0;6;6.83333333333333;0;3
58;"mixed4";7;"Ind20";2;"test";1;"f";1713;6.87;6;285.5;1.145;3
58;"mixed4";7;"Ind20";2;"test";2;"f";1509;6.9;6;251.5;1.15;3
58;"mixed4";7;"Ind21";1;"test";1;"m";81;0.18;6;13.5;0.03;3
58;"mixed4";7;"Ind21";1;"test";2;"m";24;0;6;4;0;3
58;"mixed4";7;"Ind21";2;"test";1;"m";1156;2.94;6;192.666666666667;0.49;3
58;"mixed4";7;"Ind21";2;"test";2;"m";963;2.76;6;160.5;0.46;3
58;"mixed4";7;"Ind22";1;"test";1;"m";2227;13.56;6;371.166666666667;2.26;3
58;"mixed4";7;"Ind22";1;"test";2;"m";51;0;6;8.5;0;3
58;"mixed4";7;"Ind22";2;"test";1;"m";728;2.43;6;121.333333333333;0.405;3
58;"mixed4";7;"Ind22";2;"test";2;"m";782;4.02;6;130.333333333333;0.67;3
58;"mixed4";7;"Ind23";1;"test";1;"f";1406;6.18;6;234.333333333333;1.03;3
58;"mixed4";7;"Ind23";1;"test";2;"f";56;0;6;9.33333333333333;0;3
58;"mixed4";7;"Ind23";2;"test";1;"f";678;2.52;6;113;0.42;3
58;"mixed4";7;"Ind23";2;"test";2;"f";1115;5.28;6;185.833333333333;0.88;3
58;"mixed4";7;"Ind24";1;"test";1;"m";470;2.31;6;78.3333333333333;0.385;3
58;"mixed4";7;"Ind24";1;"test";2;"m";39;0;6;6.5;0;3
58;"mixed4";7;"Ind24";2;"test";1;"m";1201;4.35;6;200.166666666667;0.725;3
58;"mixed4";7;"Ind24";2;"test";2;"m";508;1.5;6;84.6666666666667;0.25;3
59;"mixed4";8;"Ind19";1;"test";1;"f";1912;9.66;6;318.666666666667;1.61;2
59;"mixed4";8;"Ind19";1;"test";2;"f";19;0;6;3.16666666666667;0;2
59;"mixed4";8;"Ind19";2;"test";1;"f";1245;4.71;6;207.5;0.785;2
59;"mixed4";8;"Ind19";2;"test";2;"f";1085;4.23;6;180.833333333333;0.705;2
59;"mixed4";8;"Ind20";1;"test";1;"f";2512;13.35;6;418.666666666667;2.225;2
59;"mixed4";8;"Ind20";1;"test";2;"f";31;0;6;5.16666666666667;0;2
59;"mixed4";8;"Ind20";2;"test";1;"f";1773;5.79;6;295.5;0.965;2
59;"mixed4";8;"Ind20";2;"test";2;"f";1692;6.51;6;282;1.085;2
59;"mixed4";8;"Ind21";1;"test";1;"m";127;0.54;6;21.1666666666667;0.09;2
59;"mixed4";8;"Ind21";1;"test";2;"m";32;0;6;5.33333333333333;0;2
59;"mixed4";8;"Ind21";2;"test";1;"m";1044;3.39;6;174;0.565;2
59;"mixed4";8;"Ind21";2;"test";2;"m";1079;3.57;6;179.833333333333;0.595;2
59;"mixed4";8;"Ind22";1;"test";1;"m";2225;13.02;6;370.833333333333;2.17;2
59;"mixed4";8;"Ind22";1;"test";2;"m";47;0;6;7.83333333333333;0;2
59;"mixed4";8;"Ind22";2;"test";1;"m";874;3.03;6;145.666666666667;0.505;2
59;"mixed4";8;"Ind22";2;"test";2;"m";873;3.39;6;145.5;0.565;2
59;"mixed4";8;"Ind23";1;"test";1;"f";1195;5.64;6;199.166666666667;0.94;2
59;"mixed4";8;"Ind23";1;"test";2;"f";52;0;6;8.66666666666667;0;2
59;"mixed4";8;"Ind23";2;"test";1;"f";977;3.42;6;162.833333333333;0.57;2
59;"mixed4";8;"Ind23";2;"test";2;"f";1060;4.17;6;176.666666666667;0.695;2
59;"mixed4";8;"Ind24";1;"test";1;"m";638;2.67;6;106.333333333333;0.445;2
59;"mixed4";8;"Ind24";1;"test";2;"m";9;0;6;1.5;0;2
59;"mixed4";8;"Ind24";2;"test";1;"m";1210;3.81;6;201.666666666667;0.635;2
59;"mixed4";8;"Ind24";2;"test";2;"m";493;1.8;6;82.1666666666667;0.3;2
60;"mixed4";9;"Ind19";1;"test";1;"f";16;0;6;2.66666666666667;0;1
60;"mixed4";9;"Ind19";1;"test";2;"f";1900;10.2;6;316.666666666667;1.7;1
60;"mixed4";9;"Ind19";2;"test";1;"f";878;3.78;6;146.333333333333;0.63;1
60;"mixed4";9;"Ind19";2;"test";2;"f";1351;4.56;6;225.166666666667;0.76;1
60;"mixed4";9;"Ind20";1;"test";1;"f";29;0;6;4.83333333333333;0;1
60;"mixed4";9;"Ind20";1;"test";2;"f";2195;11.7;6;365.833333333333;1.95;1
60;"mixed4";9;"Ind20";2;"test";1;"f";1167;5.16;6;194.5;0.86;1
60;"mixed4";9;"Ind20";2;"test";2;"f";1960;8.4;6;326.666666666667;1.4;1
60;"mixed4";9;"Ind21";1;"test";1;"m";12;0;6;2;0;1
60;"mixed4";9;"Ind21";1;"test";2;"m";75;0.42;6;12.5;0.07;1
60;"mixed4";9;"Ind21";2;"test";1;"m";1191;3.87;6;198.5;0.645;1
60;"mixed4";9;"Ind21";2;"test";2;"m";922;2.16;6;153.666666666667;0.36;1
60;"mixed4";9;"Ind22";1;"test";1;"m";56;0;6;9.33333333333333;0;1
60;"mixed4";9;"Ind22";1;"test";2;"m";1832;13.35;6;305.333333333333;2.225;1
60;"mixed4";9;"Ind22";2;"test";1;"m";1347;5.73;6;224.5;0.955;1
60;"mixed4";9;"Ind22";2;"test";2;"m";606;2.1;6;101;0.35;1
60;"mixed4";9;"Ind23";1;"test";1;"f";42;0;6;7;0;1
60;"mixed4";9;"Ind23";1;"test";2;"f";1538;7.68;6;256.333333333333;1.28;1
60;"mixed4";9;"Ind23";2;"test";1;"f";711;2.34;6;118.5;0.39;1
60;"mixed4";9;"Ind23";2;"test";2;"f";1127;3.87;6;187.833333333333;0.645;1
60;"mixed4";9;"Ind24";1;"test";1;"m";18;0;6;3;0;1
60;"mixed4";9;"Ind24";1;"test";2;"m";251;1.05;6;41.8333333333333;0.175;1
60;"mixed4";9;"Ind24";2;"test";1;"m";688;2.37;6;114.666666666667;0.395;1
60;"mixed4";9;"Ind24";2;"test";2;"m";908;3;6;151.333333333333;0.5;1
