"night";"group";"group_night";"IdLabel";"phase";"cond";"patch";"sex";"n";"vol_consumed";"phase_dur";"vis_hour";"ml_hour";"rev_night"
42;"mixed3";3;"Ind13";2;"test";2;"m";2085;4.35;6;347.5;0.725;7
42;"mixed3";3;"Ind14";1;"test";1;"m";70;0;6;11.6666666666667;0;7
42;"mixed3";3;"Ind14";1;"test";2;"m";2183;11.58;6;363.833333333333;1.93;7
42;"mixed3";3;"Ind14";2;"test";1;"m";8;0;6;1.33333333333333;0;7
42;"mixed3";3;"Ind14";2;"test";2;"m";2630;8.43;6;438.333333333333;1.405;7
42;"mixed3";3;"Ind15";1;"test";1;"f";74;0;6;12.3333333333333;0;7
42;"mixed3";3;"Ind15";1;"test";2;"f";2210;8.97;6;368.333333333333;1.495;7
42;"mixed3";3;"Ind15";2;"test";1;"f";423;1.92;6;70.5;0.32;7
42;"mixed3";3;"Ind15";2;"test";2;"f";1927;5.25;6;321.166666666667;0.875;7
42;"mixed3";3;"Ind16";1;"test";1;"m";35;0;6;5.83333333333333;0;7
42;"mixed3";3;"Ind16";1;"test";2;"m";890;3.48;6;148.333333333333;0.58;7
42;"mixed3";3;"Ind16";2;"test";1;"m";2033;14.22;6;338.833333333333;2.37;7
42;"mixed3";3;"Ind16";2;"test";2;"m";39;0.03;6;6.5;0.005;7
42;"mixed3";3;"Ind17";1;"test";1;"f";41;0;6;6.83333333333333;0;7
42;"mixed3";3;"Ind17";1;"test";2;"f";1544;5.37;6;257.333333333333;0.895;7
42;"mixed3";3;"Ind17";2;"test";1;"f";664;3.3;6;110.666666666667;0.55;7
42;"mixed3";3;"Ind17";2;"test";2;"f";826;2.43;6;137.666666666667;0.405;7
42;"mixed3";3;"Ind18";1;"test";1;"f";26;0;6;4.33333333333333;0;7
42;"mixed3";3;"Ind18";1;"test";2;"f";1989;6.72;6;331.5;1.12;7
42;"mixed3";3;"Ind18";2;"test";1;"f";116;0.18;6;19.3333333333333;0.03;7
42;"mixed3";3;"Ind18";2;"test";2;"f";2003;3.96;6;333.833333333333;0.66;7
43;"mixed3";4;"Ind13";1;"test";1;"m";2327;10.29;6;387.833333333333;1.715;6
43;"mixed3";4;"Ind13";1;"test";2;"m";84;0;6;14;0;6
43;"mixed3";4;"Ind13";2;"test";1;"m";1378;3.63;6;229.666666666667;0.605;6
43;"mixed3";4;"Ind13";2;"test";2;"m";1983;5.97;6;330.5;0.995;6
43;"mixed3";4;"Ind14";1;"test";1;"m";2077;11.58;6;346.166666666667;1.93;6
43;"mixed3";4;"Ind14";1;"test";2;"m";73;0;6;12.1666666666667;0;6
43;"mixed3";4;"Ind14";2;"test";1;"m";1730;5.04;6;288.333333333333;0.84;6
43;"mixed3";4;"Ind14";2;"test";2;"m";592;1.59;6;98.6666666666667;0.265;6
43;"mixed3";4;"Ind15";1;"test";1;"f";1328;6.84;6;221.333333333333;1.14;6
43;"mixed3";4;"Ind15";1;"test";2;"f";139;0;6;23.1666666666667;0;6
43;"mixed3";4;"Ind15";2;"test";1;"f";1590;4.17;6;265;0.695;6
43;"mixed3";4;"Ind15";2;"test";2;"f";1836;5.79;6;306;0.965;6
43;"mixed3";4;"Ind16";1;"test";1;"m";708;6.45;6;118;1.075;6
43;"mixed3";4;"Ind16";1;"test";2;"m";8;0;6;1.33333333333333;0;6
43;"mixed3";4;"Ind16";2;"test";1;"m";1309;3.6;6;218.166666666667;0.6;6
43;"mixed3";4;"Ind16";2;"test";2;"m";714;2.13;6;119;0.355;6
43;"mixed3";4;"Ind17";1;"test";1;"f";532;3.15;6;88.6666666666667;0.525;6
43;"mixed3";4;"Ind17";1;"test";2;"f";69;0;6;11.5;0;6
43;"mixed3";4;"Ind17";2;"test";1;"f";1145;3.54;6;190.833333333333;0.59;6
43;"mixed3";4;"Ind17";2;"test";2;"f";1325;4.17;6;220.833333333333;0.695;6
43;"mixed3";4;"Ind18";1;"test";1;"f";1046;4.35;6;174.333333333333;0.725;6
43;"mixed3";4;"Ind18";1;"test";2;"f";50;0;6;8.33333333333333;0;6
43;"mixed3";4;"Ind18";2;"test";1;"f";1655;4.47;6;275.833333333333;0.745;6
43;"mixed3";4;"Ind18";2;"test";2;"f";1398;4.35;6;233;0.725;6
44;"mixed3";5;"Ind13";1;"test";1;"m";2628;9.09;6;438;1.515;5
44;"mixed3";5;"Ind13";1;"test";2;"m";33;0;6;5.5;0;5
44;"mixed3";5;"Ind13";2;"test";1;"m";872;2.04;6;145.333333333333;0.34;5
44;"mixed3";5;"Ind13";2;"test";2;"m";1672;6.42;6;278.666666666667;1.07;5
44;"mixed3";5;"Ind14";1;"test";1;"m";2770;14.91;6;461.666666666667;2.485;5
44;"mixed3";5;"Ind14";1;"test";2;"m";38;0;6;6.33333333333333;0;5
44;"mixed3";5;"Ind14";2;"test";1;"m";2129;5.76;6;354.833333333333;0.96;5
44;"mixed3";5;"Ind14";2;"test";2;"m";631;2.04;6;105.166666666667;0.34;5
44;"mixed3";5;"Ind15";1;"test";1;"f";1908;7.56;6;318;1.26;5
44;"mixed3";5;"Ind15";1;"test";2;"f";125;0;6;20.8333333333333;0;5
44;"mixed3";5;"Ind15";2;"test";1;"f";1271;2.67;6;211.833333333333;0.445;5
44;"mixed3";5;"Ind15";2;"test";2;"f";1737;5.43;6;289.5;0.905;5
44;"mixed3";5;"Ind16";1;"test";1;"m";1226;4.68;6;204.333333333333;0.78;5
44;"mixed3";5;"Ind16";1;"test";2;"m";40;0;6;6.66666666666667;0;5
44;"mixed3";5;"Ind16";2;"test";1;"m";1230;3.75;6;205;0.625;5
44;"mixed3";5;"Ind16";2;"test";2;"m";988;4.32;6;164.666666666667;0.72;5
44;"mixed3";5;"Ind17";1;"test";1;"f";929;2.91;6;154.833333333333;0.485;5
44;"mixed3";5;"Ind17";1;"test";2;"f";35;0;6;5.83333333333333;0;5
44;"mixed3";5;"Ind17";2;"test";1;"f";1646;4.68;6;274.333333333333;0.78;5
44;"mixed3";5;"Ind17";2;"test";2;"f";639;1.62;6;106.5;0.27;5
44;"mixed3";5;"Ind18";1;"test";1;"f";2010;6.87;6;335;1.145;5
44;"mixed3";5;"Ind18";1;"test";2;"f";30;0;6;5;0;5
44;"mixed3";5;"Ind18";2;"test";1;"f";1965;5.64;6;327.5;0.94;5
44;"mixed3";5;"Ind18";2;"test";2;"f";1189;3.63;6;198.166666666667;0.605;5
45;"mixed3";6;"Ind13";1;"test";1;"m";29;0;6;4.83333333333333;0;4
45;"mixed3";6;"Ind13";1;"test";2;"m";3189;11.7;6;531.5;1.95;4
45;"mixed3";6;"Ind13";2;"test";1;"m";865;3.33;6;144.166666666667;0.555;4
45;"mixed3";6;"Ind13";2;"test";2;"m";1274;4.14;6;212.333333333333;0.69;4
45;"mixed3";6;"Ind14";1;"test";1;"m";71;0;6;11.8333333333333;0;4
45;"mixed3";6;"Ind14";1;"test";2;"m";2502;13.44;6;417;2.24;4
45;"mixed3";6;"Ind14";2;"test";1;"m";660;2.76;6;110;0.46;4
45;"mixed3";6;"Ind14";2;"test";2;"m";649;2.04;6;108.166666666667;0.34;4
45;"mixed3";6;"Ind15";1;"test";1;"f";91;0;6;15.1666666666667;0;4
45;"mixed3";6;"Ind15";1;"test";2;"f";1911;7.5;6;318.5;1.25;4
45;"mixed3";6;"Ind15";2;"test";1;"f";620;2.22;6;103.333333333333;0.37;4
45;"mixed3";6;"Ind15";2;"test";2;"f";1705;5.01;6;284.166666666667;0.835;4
45;"mixed3";6;"Ind16";1;"test";1;"m";109;0;6;18.1666666666667;0;4
45;"mixed3";6;"Ind16";1;"test";2;"m";428;1.23;6;71.3333333333333;0.205;4
45;"mixed3";6;"Ind16";2;"test";1;"m";1571;7.38;6;261.833333333333;1.23;4
45;"mixed3";6;"Ind16";2;"test";2;"m";1587;6.93;6;264.5;1.155;4
45;"mixed3";6;"Ind17";1;"test";1;"f";19;0;6;3.16666666666667;0;4
45;"mixed3";6;"Ind17";1;"test";2;"f";1342;4.95;6;223.666666666667;0.825;4
45;"mixed3";6;"Ind17";2;"test";1;"f";1026;3.84;6;171;0.64;4
45;"mixed3";6;"Ind17";2;"test";2;"f";790;2.64;6;131.666666666667;0.44;4
45;"mixed3";6;"Ind18";1;"test";1;"f";12;0;6;2;0;4
45;"mixed3";6;"Ind18";1;"test";2;"f";2238;7.62;6;373;1.27;4
45;"mixed3";6;"Ind18";2;"test";1;"f";862;3.39;6;143.666666666667;0.565;4
45;"mixed3";6;"Ind18";2;"test";2;"f";1118;3;6;186.333333333333;0.5;4
46;"mixed3";7;"Ind13";1;"test";1;"m";1556;9.57;6;259.333333333333;1.595;3
46;"mixed3";7;"Ind13";1;"test";2;"m";41;0;6;6.83333333333333;0;3
46;"mixed3";7;"Ind13";2;"test";1;"m";1060;2.4;6;176.666666666667;0.4;3
46;"mixed3";7;"Ind13";2;"test";2;"m";1428;4.2;6;238;0.7;3
46;"mixed3";7;"Ind14";1;"test";1;"m";352;2.25;6;58.6666666666667;0.375;3
46;"mixed3";7;"Ind14";1;"test";2;"m";70;0;6;11.6666666666667;0;3
46;"mixed3";7;"Ind14";2;"test";1;"m";511;1.2;6;85.1666666666667;0.2;3
46;"mixed3";7;"Ind14";2;"test";2;"m";1283;3.99;6;213.833333333333;0.665;3
46;"mixed3";7;"Ind15";1;"test";1;"f";1577;8.58;6;262.833333333333;1.43;3
46;"mixed3";7;"Ind15";1;"test";2;"f";51;0;6;8.5;0;3
46;"mixed3";7;"Ind15";2;"test";1;"f";1641;5.13;6;273.5;0.855;3
46;"mixed3";7;"Ind15";2;"test";2;"f";1750;4.92;6;291.666666666667;0.82;3
46;"mixed3";7;"Ind16";1;"test";1;"m";1945;15;6;324.166666666667;2.5;3
46;"mixed3";7;"Ind16";1;"test";2;"m";28;0;6;4.66666666666667;0;3
46;"mixed3";7;"Ind16";2;"test";1;"m";1439;5.28;6;239.833333333333;0.88;3
46;"mixed3";7;"Ind16";2;"test";2;"m";980;3.93;6;163.333333333333;0.655;3
46;"mixed3";7;"Ind17";1;"test";1;"f";609;2.88;6;101.5;0.48;3
46;"mixed3";7;"Ind17";1;"test";2;"f";35;0;6;5.83333333333333;0;3
46;"mixed3";7;"Ind17";2;"test";1;"f";2093;6.18;6;348.833333333333;1.03;3
46;"mixed3";7;"Ind17";2;"test";2;"f";1239;3.96;6;206.5;0.66;3
46;"mixed3";7;"Ind18";1;"test";1;"f";1107;4.65;6;184.5;0.775;3
46;"mixed3";7;"Ind18";1;"test";2;"f";27;0;6;4.5;0;3
46;"mixed3";7;"Ind18";2;"test";1;"f";1522;3.93;6;253.666666666667;0.655;3
46;"mixed3";7;"Ind18";2;"test";2;"f";1222;3;6;203.666666666667;0.5;3
47;"mixed3";8;"Ind13";1;"test";1;"m";2342;9.33;6;390.333333333333;1.555;2
47;"mixed3";8;"Ind13";1;"test";2;"m";30;0;6;5;0;2
47;"mixed3";8;"Ind13";2;"test";1;"m";1173;3.15;6;195.5;0.525;2
47;"mixed3";8;"Ind13";2;"test";2;"m";2029;6.54;6;338.166666666667;1.09;2
47;"mixed3";8;"Ind14";1;"test";1;"m";2566;17.16;6;427.666666666667;2.86;2
47;"mixed3";8;"Ind14";1;"test";2;"m";53;0;6;8.83333333333333;0;2
47;"mixed3";8;"Ind14";2;"test";1;"m";1293;3.87;6;215.5;0.645;2
47;"mixed3";8;"Ind14";2;"test";2;"m";1282;5.34;6;213.666666666667;0.89;2
47;"mixed3";8;"Ind15";1;"test";1;"f";2020;7.83;6;336.666666666667;1.305;2
47;"mixed3";8;"Ind15";1;"test";2;"f";37;0;6;6.16666666666667;0;2
47;"mixed3";8;"Ind15";2;"test";1;"f";1933;5.43;6;322.166666666667;0.905;2
47;"mixed3";8;"Ind15";2;"test";2;"f";1411;4.32;6;235.166666666667;0.72;2
47;"mixed3";8;"Ind16";1;"test";1;"m";393;1.53;6;65.5;0.255;2
47;"mixed3";8;"Ind16";1;"test";2;"m";27;0;6;4.5;0;2
47;"mixed3";8;"Ind16";2;"test";1;"m";459;1.47;6;76.5;0.245;2
47;"mixed3";8;"Ind16";2;"test";2;"m";379;1.68;6;63.1666666666667;0.28;2
47;"mixed3";8;"Ind17";1;"test";1;"f";1334;5.4;6;222.333333333333;0.9;2
47;"mixed3";8;"Ind17";1;"test";2;"f";32;0;6;5.33333333333333;0;2
47;"mixed3";8;"Ind17";2;"test";1;"f";1871;5.22;6;311.833333333333;0.87;2
47;"mixed3";8;"Ind17";2;"test";2;"f";974;2.91;6;162.333333333333;0.485;2
47;"mixed3";8;"Ind18";1;"test";1;"f";1523;5.34;6;253.833333333333;0.89;2
47;"mixed3";8;"Ind18";1;"test";2;"f";14;0;6;2.33333333333333;0;2
47;"mixed3";8;"Ind18";2;"test";1;"f";1665;5.28;6;277.5;0.88;2
47;"mixed3";8;"Ind18";2;"test";2;"f";899;2.88;6;149.833333333333;0.48;2
48;"mixed3";9;"Ind13";1;"test";1;"m";16;0;6;2.66666666666667;0;1
48;"mixed3";9;"Ind13";1;"test";2;"m";2103;9.12;6;350.5;1.52;1
48;"mixed3";9;"Ind14";1;"test";1;"m";51;0;6;8.5;0;1
48;"mixed3";9;"Ind14";1;"test";2;"m";2138;14.04;6;356.333333333333;2.34;1
48;"mixed3";9;"Ind15";1;"test";1;"f";27;0;6;4.5;0;1
48;"mixed3";9;"Ind15";1;"test";2;"f";1311;6.72;6;218.5;1.12;1
48;"mixed3";9;"Ind16";1;"test";1;"m";53;0;6;8.83333333333333;0;1
48;"mixed3";9;"Ind16";1;"test";2;"m";78;0.21;6;13;0.035;1
48;"mixed3";9;"Ind17";1;"test";1;"f";30;0;6;5;0;1
48;"mixed3";9;"Ind17";1;"test";2;"f";481;1.8;6;80.1666666666667;0.3;1
48;"mixed3";9;"Ind18";1;"test";1;"f";12;0;6;2;0;1
48;"mixed3";9;"Ind18";1;"test";2;"f";848;3.93;6;141.333333333333;0.655;1
49;"mixed4";-2;"Ind19";2;"train";2;"f";346;10.05;7.3;47.3972602739726;1.37671232876712;NA
49;"mixed4";-2;"Ind20";2;"train";1;"f";18;0.54;7.3;2.46575342465753;0.073972602739726;NA
49;"mixed4";-2;"Ind20";2;"train";2;"f";271;7.8;7.3;37.1232876712329;1.06849315068493;NA
49;"mixed4";-2;"Ind21";2;"train";2;"m";1;0.03;7.3;0.136986301369863;0.00410958904109589;NA
49;"mixed4";-2;"Ind23";2;"train";1;"f";16;0.45;7.3;2.19178082191781;0.0616438356164384;NA
49;"mixed4";-2;"Ind23";2;"train";2;"f";312;8.88;7.3;42.7397260273973;1.21643835616438;NA
49;"mixed4";-2;"Ind24";2;"train";1;"m";177;5.1;7.3;24.2465753424658;0.698630136986301;NA
50;"mixed4";-1;"Ind19";1;"train";1;"f";187;5.58;4.4;42.5;1.26818181818182;NA
50;"mixed4";-1;"Ind19";1;"train";2;"f";107;3.15;4.4;24.3181818181818;0.715909090909091;NA
50;"mixed4";-1;"Ind19";2;"train";1;"f";666;18.75;7.6;87.6315789473684;2.46710526315789;NA
50;"mixed4";-1;"Ind19";2;"train";2;"f";48;1.2;7.6;6.31578947368421;0.157894736842105;NA
50;"mixed4";-1;"Ind20";1;"train";1;"f";72;2.16;4.4;16.3636363636364;0.490909090909091;NA
50;"mixed4";-1;"Ind20";1;"train";2;"f";77;2.31;4.4;17.5;0.525;NA
50;"mixed4";-1;"Ind20";2;"train";1;"f";591;16.71;7.6;77.7631578947368;2.19868421052632;NA
50;"mixed4";-1;"Ind20";2;"train";2;"f";123;3.18;7.6;16.1842105263158;0.418421052631579;NA
50;"mixed4";-1;"Ind21";2;"train";1;"m";70;1.92;7.6;9.21052631578947;0.252631578947368;NA
50;"mixed4";-1;"Ind22";2;"train";1;"m";175;5.22;7.6;23.0263157894737;0.686842105263158;NA
50;"mixed4";-1;"Ind22";2;"train";2;"m";55;1.59;7.6;7.23684210526316;0.209210526315789;NA
50;"mixed4";-1;"Ind23";1;"train";1;"f";53;1.59;4.4;12.0454545454545;0.361363636363636;NA
50;"mixed4";-1;"Ind23";1;"train";2;"f";107;3.18;4.4;24.3181818181818;0.722727272727273;NA
50;"mixed4";-1;"Ind23";2;"train";1;"f";341;9.72;7.6;44.8684210526316;1.27894736842105;NA
50;"mixed4";-1;"Ind23";2;"train";2;"f";304;8.46;7.6;40;1.11315789473684;NA
50;"mixed4";-1;"Ind24";1;"train";1;"m";31;0.93;4.4;7.04545454545454;0.211363636363636;NA
50;"mixed4";-1;"Ind24";2;"train";1;"m";526;15.33;7.6;69.2105263157895;2.01710526315789;NA
50;"mixed4";-1;"Ind24";2;"train";2;"m";1;0.03;7.6;0.131578947368421;0.00394736842105263;NA
51;"mixed4";0;"Ind19";1;"train";1;"f";536;15.18;5.9;90.8474576271186;2.5728813559322;NA
51;"mixed4";0;"Ind19";1;"train";2;"f";9;0.27;5.9;1.52542372881356;0.0457627118644068;NA
51;"mixed4";0;"Ind19";2;"train";1;"f";549;15.09;6.1;90;2.47377049180328;NA
51;"mixed4";0;"Ind19";2;"train";2;"f";31;0.6;6.1;5.08196721311475;0.0983606557377049;NA
51;"mixed4";0;"Ind20";1;"train";1;"f";351;9.81;5.9;59.4915254237288;1.66271186440678;NA
51;"mixed4";0;"Ind20";1;"train";2;"f";16;0.39;5.9;2.71186440677966;0.0661016949152542;NA
51;"mixed4";0;"Ind20";2;"train";1;"f";440;12.54;6.1;72.1311475409836;2.05573770491803;NA
51;"mixed4";0;"Ind20";2;"train";2;"f";48;1.14;6.1;7.86885245901639;0.186885245901639;NA
51;"mixed4";0;"Ind21";1;"train";1;"m";332;9.51;5.9;56.271186440678;1.61186440677966;NA
51;"mixed4";0;"Ind21";1;"train";2;"m";19;0.57;5.9;3.22033898305085;0.0966101694915254;NA
51;"mixed4";0;"Ind21";2;"train";1;"m";292;7.68;6.1;47.8688524590164;1.25901639344262;NA
51;"mixed4";0;"Ind21";2;"train";2;"m";8;0.18;6.1;1.31147540983607;0.0295081967213115;NA
51;"mixed4";0;"Ind22";1;"train";1;"m";215;5.97;5.9;36.4406779661017;1.01186440677966;NA
51;"mixed4";0;"Ind22";1;"train";2;"m";110;3;5.9;18.6440677966102;0.508474576271186;NA
51;"mixed4";0;"Ind22";2;"train";1;"m";256;6.9;6.1;41.9672131147541;1.13114754098361;NA
51;"mixed4";0;"Ind22";2;"train";2;"m";133;3.42;6.1;21.8032786885246;0.560655737704918;NA
51;"mixed4";0;"Ind23";1;"train";1;"f";181;5.25;5.9;30.6779661016949;0.889830508474576;NA
51;"mixed4";0;"Ind23";1;"train";2;"f";221;6.36;5.9;37.4576271186441;1.07796610169492;NA
51;"mixed4";0;"Ind23";2;"train";1;"f";283;7.89;6.1;46.3934426229508;1.29344262295082;NA
51;"mixed4";0;"Ind23";2;"train";2;"f";262;6.99;6.1;42.9508196721312;1.14590163934426;NA
51;"mixed4";0;"Ind24";1;"train";1;"m";152;4.41;5.9;25.7627118644068;0.747457627118644;NA
51;"mixed4";0;"Ind24";2;"train";1;"m";484;13.86;6.1;79.344262295082;2.27213114754098;NA
51;"mixed4";0;"Ind24";2;"train";2;"m";1;0;6.1;0.163934426229508;0;NA
52;"mixed4";1;"Ind19";1;"test";1;"f";1758;8.49;6;293;1.415;9
52;"mixed4";1;"Ind19";1;"test";2;"f";71;0;6;11.8333333333333;0;9
52;"mixed4";1;"Ind19";2;"test";1;"f";1442;4.8;6;240.333333333333;0.8;9
52;"mixed4";1;"Ind19";2;"test";2;"f";1252;4.29;6;208.666666666667;0.715;9
52;"mixed4";1;"Ind20";1;"test";1;"f";2324;9.45;6;387.333333333333;1.575;9
52;"mixed4";1;"Ind20";1;"test";2;"f";60;0;6;10;0;9
52;"mixed4";1;"Ind20";2;"test";1;"f";750;2.52;6;125;0.42;9
52;"mixed4";1;"Ind20";2;"test";2;"f";2497;9.51;6;416.166666666667;1.585;9
52;"mixed4";1;"Ind21";1;"test";1;"m";1073;4.17;6;178.833333333333;0.695;9
52;"mixed4";1;"Ind21";1;"test";2;"m";42;0;6;7;0;9
52;"mixed4";1;"Ind21";2;"test";1;"m";644;2.01;6;107.333333333333;0.335;9
52;"mixed4";1;"Ind21";2;"test";2;"m";743;1.86;6;123.833333333333;0.31;9
52;"mixed4";1;"Ind22";1;"test";1;"m";2278;12.21;6;379.666666666667;2.035;9
52;"mixed4";1;"Ind22";1;"test";2;"m";53;0;6;8.83333333333333;0;9
52;"mixed4";1;"Ind22";2;"test";1;"m";2282;8.25;6;380.333333333333;1.375;9
52;"mixed4";1;"Ind22";2;"test";2;"m";239;0.45;6;39.8333333333333;0.075;9
52;"mixed4";1;"Ind23";1;"test";1;"f";1294;5.16;6;215.666666666667;0.86;9
52;"mixed4";1;"Ind23";1;"test";2;"f";109;0;6;18.1666666666667;0;9
52;"mixed4";1;"Ind23";2;"test";1;"f";865;2.46;6;144.166666666667;0.41;9
52;"mixed4";1;"Ind23";2;"test";2;"f";1420;4.11;6;236.666666666667;0.685;9
52;"mixed4";1;"Ind24";1;"test";1;"m";929;2.73;6;154.833333333333;0.455;9
52;"mixed4";1;"Ind24";1;"test";2;"m";50;0;6;8.33333333333333;0;9
52;"mixed4";1;"Ind24";2;"test";1;"m";1155;3.54;6;192.5;0.59;9
52;"mixed4";1;"Ind24";2;"test";2;"m";1063;3.3;6;177.166666666667;0.55;9
53;"mixed4";2;"Ind19";1;"test";1;"f";124;0;6;20.6666666666667;0;8
53;"mixed4";2;"Ind19";1;"test";2;"f";1616;7.11;6;269.333333333333;1.185;8
53;"mixed4";2;"Ind19";2;"test";1;"f";1212;4.68;6;202;0.78;8
53;"mixed4";2;"Ind19";2;"test";2;"f";1296;4.74;6;216;0.79;8
53;"mixed4";2;"Ind20";1;"test";1;"f";49;0;6;8.16666666666667;0;8
53;"mixed4";2;"Ind20";1;"test";2;"f";2133;10.35;6;355.5;1.725;8
53;"mixed4";2;"Ind20";2;"test";1;"f";1639;6.69;6;273.166666666667;1.115;8
53;"mixed4";2;"Ind20";2;"test";2;"f";1758;6.54;6;293;1.09;8
53;"mixed4";2;"Ind21";1;"test";1;"m";68;0;6;11.3333333333333;0;8
53;"mixed4";2;"Ind21";1;"test";2;"m";364;2.01;6;60.6666666666667;0.335;8
53;"mixed4";2;"Ind21";2;"test";1;"m";731;1.74;6;121.833333333333;0.29;8
53;"mixed4";2;"Ind21";2;"test";2;"m";147;0.3;6;24.5;0.05;8
53;"mixed4";2;"Ind22";1;"test";1;"m";96;0;6;16;0;8
53;"mixed4";2;"Ind22";1;"test";2;"m";2285;13.56;6;380.833333333333;2.26;8
53;"mixed4";2;"Ind22";2;"test";1;"m";822;2.4;6;137;0.4;8
53;"mixed4";2;"Ind22";2;"test";2;"m";1630;5.55;6;271.666666666667;0.925;8
53;"mixed4";2;"Ind23";1;"test";1;"f";53;0;6;8.83333333333333;0;8
53;"mixed4";2;"Ind23";1;"test";2;"f";1549;7.53;6;258.166666666667;1.255;8
53;"mixed4";2;"Ind23";2;"test";1;"f";948;3.45;6;158;0.575;8
53;"mixed4";2;"Ind23";2;"test";2;"f";1193;4.02;6;198.833333333333;0.67;8
53;"mixed4";2;"Ind24";1;"test";1;"m";78;0;6;13;0;8
53;"mixed4";2;"Ind24";1;"test";2;"m";823;3.39;6;137.166666666667;0.565;8
53;"mixed4";2;"Ind24";2;"test";1;"m";1342;4.56;6;223.666666666667;0.76;8
53;"mixed4";2;"Ind24";2;"test";2;"m";815;2.67;6;135.833333333333;0.445;8
54;"mixed4";3;"Ind19";1;"test";1;"f";54;0;6;9;0;7
54;"mixed4";3;"Ind19";1;"test";2;"f";1597;8.37;6;266.166666666667;1.395;7
54;"mixed4";3;"Ind19";2;"test";1;"f";1021;4.23;6;170.166666666667;0.705;7
54;"mixed4";3;"Ind19";2;"test";2;"f";1397;5.1;6;232.833333333333;0.85;7
54;"mixed4";3;"Ind20";1;"test";1;"f";51;0;6;8.5;0;7
54;"mixed4";3;"Ind20";1;"test";2;"f";2364;11.61;6;394;1.935;7
54;"mixed4";3;"Ind20";2;"test";1;"f";1390;5.28;6;231.666666666667;0.88;7
54;"mixed4";3;"Ind20";2;"test";2;"f";2099;7.53;6;349.833333333333;1.255;7
54;"mixed4";3;"Ind21";1;"test";1;"m";62;0;6;10.3333333333333;0;7
54;"mixed4";3;"Ind21";1;"test";2;"m";230;1.2;6;38.3333333333333;0.2;7
54;"mixed4";3;"Ind21";2;"test";1;"m";621;1.38;6;103.5;0.23;7
54;"mixed4";3;"Ind21";2;"test";2;"m";629;1.47;6;104.833333333333;0.245;7
54;"mixed4";3;"Ind22";1;"test";1;"m";55;0;6;9.16666666666667;0;7
54;"mixed4";3;"Ind22";1;"test";2;"m";2086;13.35;6;347.666666666667;2.225;7
54;"mixed4";3;"Ind22";2;"test";1;"m";1441;5.58;6;240.166666666667;0.93;7
54;"mixed4";3;"Ind22";2;"test";2;"m";907;2.73;6;151.166666666667;0.455;7
54;"mixed4";3;"Ind23";1;"test";1;"f";43;0;6;7.16666666666667;0;7
54;"mixed4";3;"Ind23";1;"test";2;"f";1118;6.06;6;186.333333333333;1.01;7
54;"mixed4";3;"Ind23";2;"test";1;"f";772;3.21;6;128.666666666667;0.535;7
54;"mixed4";3;"Ind23";2;"test";2;"f";1123;3.48;6;187.166666666667;0.58;7
54;"mixed4";3;"Ind24";1;"test";1;"m";43;0;6;7.16666666666667;0;7
54;"mixed4";3;"Ind24";1;"test";2;"m";717;3.81;6;119.5;0.635;7
54;"mixed4";3;"Ind24";2;"test";1;"m";671;3.03;6;111.833333333333;0.505;7
54;"mixed4";3;"Ind24";2;"test";2;"m";1208;3.75;6;201.333333333333;0.625;7
55;"mixed4";4;"Ind19";1;"test";1;"f";1695;9.69;6;282.5;1.615;6
55;"mixed4";4;"Ind19";1;"test";2;"f";39;0;6;6.5;0;6
55;"mixed4";4;"Ind19";2;"test";1;"f";1275;4.62;6;212.5;0.77;6
55;"mixed4";4;"Ind19";2;"test";2;"f";1043;4.62;6;173.833333333333;0.77;6
55;"mixed4";4;"Ind20";1;"test";1;"f";2196;10.92;6;366;1.82;6
55;"mixed4";4;"Ind20";1;"test";2;"f";70;0;6;11.6666666666667;0;6
55;"mixed4";4;"Ind20";2;"test";1;"f";1525;5.1;6;254.166666666667;0.85;6
55;"mixed4";4;"Ind20";2;"test";2;"f";1951;7.68;6;325.166666666667;1.28;6
55;"mixed4";4;"Ind21";1;"test";1;"m";305;1.29;6;50.8333333333333;0.215;6
55;"mixed4";4;"Ind21";1;"test";2;"m";33;0;6;5.5;0;6
55;"mixed4";4;"Ind21";2;"test";1;"m";882;2.67;6;147;0.445;6
55;"mixed4";4;"Ind21";2;"test";2;"m";643;1.83;6;107.166666666667;0.305;6
55;"mixed4";4;"Ind22";1;"test";1;"m";1990;13.47;6;331.666666666667;2.245;6
55;"mixed4";4;"Ind22";1;"test";2;"m";60;0;6;10;0;6
55;"mixed4";4;"Ind22";2;"test";1;"m";836;2.43;6;139.333333333333;0.405;6
55;"mixed4";4;"Ind22";2;"test";2;"m";957;3.39;6;159.5;0.565;6
55;"mixed4";4;"Ind23";1;"test";1;"f";1058;5.58;6;176.333333333333;0.93;6
55;"mixed4";4;"Ind23";1;"test";2;"f";63;0;6;10.5;0;6
55;"mixed4";4;"Ind23";2;"test";1;"f";1372;5.04;6;228.666666666667;0.84;6
55;"mixed4";4;"Ind23";2;"test";2;"f";716;2.76;6;119.333333333333;0.46;6
55;"mixed4";4;"Ind24";1;"test";1;"m";495;2.1;6;82.5;0.35;6
55;"mixed4";4;"Ind24";1;"test";2;"m";49;0;6;8.16666666666667;0;6
55;"mixed4";4;"Ind24";2;"test";1;"m";1169;3.99;6;194.833333333333;0.665;6
