"IdLabel";"weight";"cond";"prob_cond";"day";"cohort_day";"cohort";"cage";"vis_bins";"n_vis_to_first";"n_total";"max_date";"mean_vis_to_first";"over_mean";"over_crit"
"Ind1";7.706;"plast";0.83;12;12;"1";1;"(0,20]";0;20;2014-09-08 18:31:24;13.4;0;0
"Ind1";7.706;"plast";0.83;12;12;"1";1;"(20,40]";0;20;2014-09-08 18:49:28;13.4;0;0
"Ind1";7.706;"plast";0.83;12;12;"1";1;"(40,60]";12;20;2014-09-08 19:30:04;13.4;0;0
"Ind1";7.706;"plast";0.83;12;12;"1";1;"(60,80]";20;20;2014-09-08 20:31:41;13.4;1;0
"Ind1";7.706;"plast";0.83;12;12;"1";1;"(80,100]";20;20;2014-09-08 21:50:58;13.4;1;1
"Ind1";7.706;"plast";0.83;12;12;"1";1;"(100,120]";20;20;2014-09-08 23:48:22;13.4;1;2
"Ind1";7.706;"plast";0.83;12;12;"1";1;"(120,140]";20;20;2014-09-09 01:30:13;13.4;1;3
"Ind1";7.706;"plast";0.83;12;12;"1";1;"(140,160]";20;20;2014-09-09 02:57:56;13.4;1;4
"Ind1";7.706;"plast";0.83;12;12;"1";1;"(160,180]";20;20;2014-09-09 04:15:30;13.4;1;5
"Ind1";7.706;"plast";0.83;12;12;"1";1;"(180,200]";2;2;2014-09-09 04:34:21;13.4;0;5
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(0,20]";6;20;2014-09-04 18:17:05;17.75;0;0
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(20,40]";17;20;2014-09-04 18:36:15;17.75;0;0
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(40,60]";19;20;2014-09-04 19:02:33;17.75;1;0
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(60,80]";20;20;2014-09-04 19:13:08;17.75;1;1
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(80,100]";17;20;2014-09-04 19:25:31;17.75;0;1
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(100,120]";17;20;2014-09-04 19:40:49;17.75;0;1
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(120,140]";20;20;2014-09-04 20:04:46;17.75;1;1
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(140,160]";20;20;2014-09-04 20:31:00;17.75;1;2
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(160,180]";19;20;2014-09-04 20:46:37;17.75;1;3
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(180,200]";15;20;2014-09-04 21:13:47;17.75;0;3
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(200,220]";19;20;2014-09-04 21:42:02;17.75;1;3
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(220,240]";20;20;2014-09-04 22:02:15;17.75;1;4
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(240,260]";17;20;2014-09-04 22:30:58;17.75;0;4
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(260,280]";17;20;2014-09-05 00:00:28;17.75;0;4
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(280,300]";19;20;2014-09-05 00:46:55;17.75;1;4
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(300,320]";19;20;2014-09-05 01:14:25;17.75;1;5
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(320,340]";20;20;2014-09-05 01:41:43;17.75;1;6
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(340,360]";20;20;2014-09-05 02:11:15;17.75;1;7
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(360,380]";20;20;2014-09-05 03:09:33;17.75;1;8
"Ind1";7.791;"plast";0.3;9;9;"1";1;"(380,400]";14;14;2014-09-05 03:46:55;17.75;0;8
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(0,20]";11;20;2014-09-03 18:27:26;15.5;0;0
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(20,40]";16;20;2014-09-03 19:21:35;15.5;1;0
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(40,60]";19;20;2014-09-03 19:51:48;15.5;1;1
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(60,80]";17;20;2014-09-03 20:14:53;15.5;1;2
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(80,100]";10;20;2014-09-03 20:27:20;15.5;0;2
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(100,120]";19;20;2014-09-03 21:30:18;15.5;1;2
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(120,140]";18;20;2014-09-03 21:55:59;15.5;1;3
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(140,160]";15;20;2014-09-03 22:17:51;15.5;0;3
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(160,180]";18;20;2014-09-03 22:40:47;15.5;1;3
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(180,200]";16;20;2014-09-03 23:09:54;15.5;1;4
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(200,220]";19;20;2014-09-03 23:52:38;15.5;1;5
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(220,240]";19;20;2014-09-04 00:32:31;15.5;1;6
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(240,260]";15;20;2014-09-04 01:00:14;15.5;0;6
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(260,280]";18;20;2014-09-04 01:23:34;15.5;1;6
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(280,300]";16;20;2014-09-04 02:17:37;15.5;1;7
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(300,320]";14;20;2014-09-04 02:52:12;15.5;0;7
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(320,340]";14;20;2014-09-04 03:30:02;15.5;0;7
"Ind1";7.796;"plast";0.3;8;8;"1";1;"(340,360]";5;6;2014-09-04 04:08:54;15.5;0;7
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(0,20]";20;20;2014-09-07 18:36:56;18.8181818181818;1;0
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(20,40]";20;20;2014-09-07 19:29:09;18.8181818181818;1;1
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(40,60]";20;20;2014-09-07 20:06:16;18.8181818181818;1;2
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(60,80]";20;20;2014-09-07 21:17:00;18.8181818181818;1;3
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(80,100]";20;20;2014-09-07 22:24:12;18.8181818181818;1;4
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(100,120]";20;20;2014-09-07 23:17:16;18.8181818181818;1;5
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(120,140]";20;20;2014-09-08 00:20:08;18.8181818181818;1;6
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(140,160]";20;20;2014-09-08 01:45:40;18.8181818181818;1;7
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(160,180]";20;20;2014-09-08 02:46:06;18.8181818181818;1;8
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(180,200]";20;20;2014-09-08 03:48:20;18.8181818181818;1;9
"Ind1";7.902;"plast";0.83;11;11;"1";1;"(200,220]";7;7;2014-09-08 04:23:22;18.8181818181818;0;9
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(0,20]";7;20;2014-09-02 18:19:53;18.3076923076923;0;0
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(20,40]";12;20;2014-09-02 18:30:38;18.3076923076923;0;0
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(40,60]";18;20;2014-09-02 18:48:44;18.3076923076923;0;0
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(60,80]";16;20;2014-09-02 19:04:13;18.3076923076923;0;0
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(80,100]";18;20;2014-09-02 19:18:38;18.3076923076923;0;0
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(100,120]";20;20;2014-09-02 19:31:14;18.3076923076923;1;0
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(120,140]";20;20;2014-09-02 19:49:43;18.3076923076923;1;1
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(140,160]";20;20;2014-09-02 20:16:04;18.3076923076923;1;2
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(160,180]";20;20;2014-09-02 20:40:06;18.3076923076923;1;3
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(180,200]";20;20;2014-09-02 21:11:03;18.3076923076923;1;4
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(200,220]";20;20;2014-09-02 21:28:12;18.3076923076923;1;5
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(220,240]";20;20;2014-09-02 21:58:52;18.3076923076923;1;6
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(240,260]";20;20;2014-09-02 22:28:18;18.3076923076923;1;7
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(260,280]";20;20;2014-09-02 22:58:12;18.3076923076923;1;8
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(280,300]";20;20;2014-09-02 23:23:16;18.3076923076923;1;9
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(300,320]";20;20;2014-09-02 23:53:07;18.3076923076923;1;10
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(320,340]";20;20;2014-09-03 00:12:53;18.3076923076923;1;11
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(340,360]";20;20;2014-09-03 00:25:21;18.3076923076923;1;12
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(360,380]";18;20;2014-09-03 00:47:34;18.3076923076923;0;12
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(380,400]";20;20;2014-09-03 01:23:18;18.3076923076923;1;12
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(400,420]";20;20;2014-09-03 01:58:34;18.3076923076923;1;13
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(420,440]";20;20;2014-09-03 02:30:27;18.3076923076923;1;14
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(440,460]";20;20;2014-09-03 03:03:54;18.3076923076923;1;15
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(460,480]";20;20;2014-09-03 03:37:20;18.3076923076923;1;16
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(480,500]";20;20;2014-09-03 04:00:56;18.3076923076923;1;17
"Ind1";8.166;"plast";0.3;7;7;"1";1;"(500,520]";7;7;2014-09-03 04:30:16;18.3076923076923;0;17
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(0,20]";16;20;2014-09-06 18:10:45;18.9090909090909;0;0
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(20,40]";20;20;2014-09-06 18:58:11;18.9090909090909;1;0
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(40,60]";20;20;2014-09-06 19:45:49;18.9090909090909;1;1
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(60,80]";20;20;2014-09-06 20:45:08;18.9090909090909;1;2
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(80,100]";20;20;2014-09-06 21:41:54;18.9090909090909;1;3
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(100,120]";20;20;2014-09-06 22:38:34;18.9090909090909;1;4
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(120,140]";20;20;2014-09-06 23:40:50;18.9090909090909;1;5
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(140,160]";20;20;2014-09-07 00:56:28;18.9090909090909;1;6
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(160,180]";20;20;2014-09-07 02:07:00;18.9090909090909;1;7
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(180,200]";20;20;2014-09-07 03:33:44;18.9090909090909;1;8
"Ind1";8.182;"plast";0.83;10;10;"1";1;"(200,220]";12;12;2014-09-07 04:55:47;18.9090909090909;0;8
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(0,20]";2;20;2014-08-30 18:24:27;17.35;0;0
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(20,40]";1;20;2014-08-30 18:34:31;17.35;0;0
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(40,60]";13;20;2014-08-30 18:39:59;17.35;0;0
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(60,80]";20;20;2014-08-30 18:59:53;17.35;1;0
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(80,100]";20;20;2014-08-30 19:15:02;17.35;1;1
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(100,120]";20;20;2014-08-30 19:33:38;17.35;1;2
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(120,140]";17;20;2014-08-30 19:49:27;17.35;0;2
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(140,160]";20;20;2014-08-30 20:21:42;17.35;1;2
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(160,180]";20;20;2014-08-30 20:52:23;17.35;1;3
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(180,200]";20;20;2014-08-30 21:29:59;17.35;1;4
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(200,220]";20;20;2014-08-30 22:04:43;17.35;1;5
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(220,240]";19;20;2014-08-30 22:44:48;17.35;1;6
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(240,260]";20;20;2014-08-30 23:18:12;17.35;1;7
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(260,280]";20;20;2014-08-30 23:59:32;17.35;1;8
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(280,300]";20;20;2014-08-31 00:37:07;17.35;1;9
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(300,320]";20;20;2014-08-31 01:24:05;17.35;1;10
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(320,340]";20;20;2014-08-31 01:53:49;17.35;1;11
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(340,360]";18;20;2014-08-31 03:09:54;17.35;1;12
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(360,380]";20;20;2014-08-31 03:40:33;17.35;1;13
"Ind1";8.312;"plast";0.5;5;5;"1";1;"(380,400]";17;17;2014-08-31 04:57:27;17.35;0;13
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(0,20]";14;20;2014-09-01 18:22:35;18.7857142857143;0;0
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(20,40]";18;20;2014-09-01 18:31:41;18.7857142857143;0;0
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(40,60]";17;20;2014-09-01 18:43:13;18.7857142857143;0;0
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(60,80]";17;20;2014-09-01 18:58:16;18.7857142857143;0;0
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(80,100]";18;20;2014-09-01 19:13:57;18.7857142857143;0;0
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(100,120]";20;20;2014-09-01 19:29:19;18.7857142857143;1;0
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(120,140]";20;20;2014-09-01 19:48:45;18.7857142857143;1;1
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(140,160]";19;20;2014-09-01 20:07:10;18.7857142857143;1;2
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(160,180]";20;20;2014-09-01 20:25:10;18.7857142857143;1;3
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(180,200]";20;20;2014-09-01 20:47:39;18.7857142857143;1;4
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(200,220]";20;20;2014-09-01 21:04:34;18.7857142857143;1;5
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(220,240]";20;20;2014-09-01 21:19:50;18.7857142857143;1;6
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(240,260]";20;20;2014-09-01 21:39:53;18.7857142857143;1;7
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(260,280]";20;20;2014-09-01 22:53:04;18.7857142857143;1;8
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(280,300]";20;20;2014-09-01 23:14:21;18.7857142857143;1;9
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(300,320]";20;20;2014-09-01 23:32:22;18.7857142857143;1;10
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(320,340]";20;20;2014-09-02 00:00:20;18.7857142857143;1;11
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(340,360]";20;20;2014-09-02 00:28:06;18.7857142857143;1;12
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(360,380]";20;20;2014-09-02 00:51:01;18.7857142857143;1;13
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(380,400]";20;20;2014-09-02 01:11:08;18.7857142857143;1;14
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(400,420]";20;20;2014-09-02 01:33:59;18.7857142857143;1;15
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(420,440]";20;20;2014-09-02 01:57:51;18.7857142857143;1;16
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(440,460]";20;20;2014-09-02 02:26:07;18.7857142857143;1;17
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(460,480]";20;20;2014-09-02 02:54:42;18.7857142857143;1;18
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(480,500]";20;20;2014-09-02 03:15:33;18.7857142857143;1;19
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(500,520]";20;20;2014-09-02 03:40:34;18.7857142857143;1;20
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(520,540]";20;20;2014-09-02 04:25:42;18.7857142857143;1;21
"Ind1";8.329;"plast";0.3;6;6;"1";1;"(540,560]";3;3;2014-09-02 04:29:55;18.7857142857143;0;21
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(0,20]";5;20;2014-08-29 18:34:29;18.15;0;0
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(20,40]";14;20;2014-08-29 18:50:18;18.15;0;0
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(40,60]";19;20;2014-08-29 19:11:29;18.15;1;0
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(60,80]";19;20;2014-08-29 20:00:44;18.15;1;1
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(80,100]";16;20;2014-08-29 20:28:18;18.15;0;1
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(100,120]";18;20;2014-08-29 20:58:30;18.15;0;1
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(120,140]";19;20;2014-08-29 21:16:38;18.15;1;1
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(140,160]";19;20;2014-08-29 21:46:26;18.15;1;2
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(160,180]";19;20;2014-08-29 22:27:42;18.15;1;3
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(180,200]";20;20;2014-08-29 22:59:03;18.15;1;4
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(200,220]";20;20;2014-08-29 23:29:35;18.15;1;5
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(220,240]";20;20;2014-08-30 00:02:22;18.15;1;6
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(240,260]";20;20;2014-08-30 00:39:48;18.15;1;7
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(260,280]";19;20;2014-08-30 01:23:39;18.15;1;8
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(280,300]";20;20;2014-08-30 01:49:45;18.15;1;9
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(300,320]";18;20;2014-08-30 02:23:59;18.15;0;9
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(320,340]";20;20;2014-08-30 02:53:50;18.15;1;9
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(340,360]";20;20;2014-08-30 03:17:55;18.15;1;10
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(360,380]";20;20;2014-08-30 03:56:08;18.15;1;11
"Ind1";8.438;"plast";0.5;4;4;"1";1;"(380,400]";18;18;2014-08-30 04:51:17;18.15;0;11
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(0,20]";4;20;2014-08-28 18:17:21;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(20,40]";8;20;2014-08-28 18:24:02;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(40,60]";14;20;2014-08-28 18:31:19;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(60,80]";14;20;2014-08-28 18:47:24;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(80,100]";14;20;2014-08-28 18:58:06;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(100,120]";14;20;2014-08-28 19:12:34;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(120,140]";10;20;2014-08-28 19:17:45;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(140,160]";15;20;2014-08-28 19:35:03;14.2631578947368;1;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(160,180]";12;20;2014-08-28 19:45:35;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(180,200]";16;20;2014-08-28 19:57:24;14.2631578947368;1;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(200,220]";13;20;2014-08-28 20:09:48;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(220,240]";12;20;2014-08-28 20:23:09;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(240,260]";12;20;2014-08-28 20:37:07;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(260,280]";16;20;2014-08-28 20:54:00;14.2631578947368;1;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(280,300]";10;20;2014-08-28 21:01:55;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(300,320]";12;20;2014-08-28 21:17:29;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(320,340]";13;20;2014-08-28 21:44:21;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(340,360]";8;20;2014-08-28 22:00:07;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(360,380]";17;20;2014-08-28 22:16:32;14.2631578947368;1;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(380,400]";10;20;2014-08-28 22:29:13;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(400,420]";11;20;2014-08-28 22:38:46;14.2631578947368;0;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(420,440]";16;20;2014-08-28 23:03:06;14.2631578947368;1;0
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(440,460]";16;20;2014-08-28 23:15:01;14.2631578947368;1;1
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(460,480]";19;20;2014-08-28 23:29:34;14.2631578947368;1;2
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(480,500]";20;20;2014-08-28 23:55:16;14.2631578947368;1;3
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(500,520]";16;20;2014-08-29 00:13:09;14.2631578947368;1;4
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(520,540]";18;20;2014-08-29 00:32:32;14.2631578947368;1;5
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(540,560]";17;20;2014-08-29 00:49:38;14.2631578947368;1;6
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(560,580]";18;20;2014-08-29 01:26:15;14.2631578947368;1;7
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(580,600]";18;20;2014-08-29 02:12:02;14.2631578947368;1;8
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(600,620]";13;20;2014-08-29 02:23:37;14.2631578947368;0;8
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(620,640]";18;20;2014-08-29 02:41:53;14.2631578947368;1;8
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(640,660]";18;20;2014-08-29 02:56:51;14.2631578947368;1;9
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(660,680]";17;20;2014-08-29 03:16:57;14.2631578947368;1;10
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(680,700]";18;20;2014-08-29 03:39:12;14.2631578947368;1;11
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(700,720]";19;20;2014-08-29 03:59:20;14.2631578947368;1;12
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(720,740]";20;20;2014-08-29 04:20:19;14.2631578947368;1;13
"Ind1";8.604;"plast";0.5;3;3;"1";1;"(740,760]";6;6;2014-08-29 04:45:27;14.2631578947368;0;13
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(0,20]";6;20;2014-08-27 18:17:12;17.5294117647059;0;0
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(20,40]";9;20;2014-08-27 18:22:52;17.5294117647059;0;0
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(40,60]";11;20;2014-08-27 18:32:24;17.5294117647059;0;0
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(60,80]";9;20;2014-08-27 18:37:13;17.5294117647059;0;0
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(80,100]";18;20;2014-08-27 18:45:41;17.5294117647059;1;0
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(100,120]";19;20;2014-08-27 19:06:07;17.5294117647059;1;1
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(120,140]";16;20;2014-08-27 19:14:49;17.5294117647059;0;1
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(140,160]";19;20;2014-08-27 19:26:15;17.5294117647059;1;1
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(160,180]";19;20;2014-08-27 19:42:06;17.5294117647059;1;2
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(180,200]";20;20;2014-08-27 20:06:33;17.5294117647059;1;3
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(200,220]";18;20;2014-08-27 20:25:30;17.5294117647059;1;4
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(220,240]";20;20;2014-08-27 20:44:17;17.5294117647059;1;5
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(240,260]";19;20;2014-08-27 21:07:29;17.5294117647059;1;6
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(260,280]";20;20;2014-08-27 21:20:39;17.5294117647059;1;7
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(280,300]";19;20;2014-08-27 21:37:56;17.5294117647059;1;8
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(300,320]";15;20;2014-08-27 21:51:39;17.5294117647059;0;8
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(320,340]";17;20;2014-08-27 22:06:58;17.5294117647059;0;8
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(340,360]";19;20;2014-08-27 22:26:23;17.5294117647059;1;8
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(360,380]";19;20;2014-08-27 22:57:12;17.5294117647059;1;9
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(380,400]";17;20;2014-08-27 23:03:15;17.5294117647059;0;9
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(400,420]";20;20;2014-08-27 23:19:46;17.5294117647059;1;9
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(420,440]";20;20;2014-08-27 23:56:17;17.5294117647059;1;10
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(440,460]";20;20;2014-08-28 00:16:30;17.5294117647059;1;11
"Ind1";8.655;"plast";0.5;2;2;"1";1;"(460,480]";20;20;2014-08-28 00:46:56;17.5294117647059;1;12
