"IdLabel";"weight";"cond";"day";"cohort_day";"cohort";"cage";"prob_cond";"successes";"failures";"sampling";"group";"prob_cen"
"Ind28";8.861;"plast";40;6;"3";1;0.3;1008;19;0.0185004868549172;"50-30-83";-0.244702127659574
"Ind28";8.713;"plast";41;7;"3";1;0.3;869;60;0.0645855758880517;"50-30-83";-0.244702127659574
"Ind28";8.495;"plast";42;8;"3";1;0.3;477;52;0.0982986767485822;"50-30-83";-0.244702127659574
"Ind28";8.401;"plast";43;9;"3";1;0.3;885;34;0.0369967355821545;"50-30-83";-0.244702127659574
"Ind28";8.612;"plast";44;10;"3";1;0.83;430;22;0.0486725663716814;"50-30-83";0.285297872340425
"Ind28";8.525;"plast";45;11;"3";1;0.83;352;0;0;"50-30-83";0.285297872340425
"Ind29";8.116;"plast";36;2;"3";1;0.5;425;89;0.173151750972763;"50-30-83";-0.0447021276595745
"Ind29";8.109;"plast";37;3;"3";1;0.5;452;87;0.161410018552876;"50-30-83";-0.0447021276595745
"Ind29";8.029;"plast";38;4;"3";1;0.5;355;19;0.0508021390374332;"50-30-83";-0.0447021276595745
"Ind29";8.13;"plast";40;6;"3";1;0.3;759;126;0.142372881355932;"50-30-83";-0.244702127659574
"Ind29";8.004;"plast";41;7;"3";1;0.3;471;182;0.278713629402757;"50-30-83";-0.244702127659574
"Ind29";7.794;"plast";42;8;"3";1;0.3;367;127;0.257085020242915;"50-30-83";-0.244702127659574
"Ind29";7.767;"plast";43;9;"3";1;0.3;662;278;0.295744680851064;"50-30-83";-0.244702127659574
"Ind29";7.844;"plast";44;10;"3";1;0.83;262;7;0.0260223048327138;"50-30-83";0.285297872340425
"Ind29";7.828;"plast";45;11;"3";1;0.83;255;1;0.00390625;"50-30-83";0.285297872340425
"Ind29";7.67;"plast";46;12;"3";1;0.83;255;1;0.00390625;"50-30-83";0.285297872340425
"Ind29";7.583;"plast";47;13;"3";1;0.83;269;54;0.1671826625387;"50-30-83";0.285297872340425
"Ind3";7.948;"plast";2;2;"1";1;0.5;600;16;0.025974025974026;"50-30-83";-0.0447021276595745
"Ind3";7.761;"plast";3;3;"1";1;0.5;464;33;0.0663983903420523;"50-30-83";-0.0447021276595745
"Ind3";7.605;"plast";4;4;"1";1;0.5;455;18;0.0380549682875264;"50-30-83";-0.0447021276595745
"Ind3";7.436;"plast";5;5;"1";1;0.5;474;4;0.00836820083682008;"50-30-83";-0.0447021276595745
"Ind3";7.699;"plast";6;6;"1";1;0.3;762;143;0.158011049723757;"50-30-83";-0.244702127659574
"Ind3";7.47;"plast";7;7;"1";1;0.3;867;148;0.145812807881773;"50-30-83";-0.244702127659574
"Ind3";7.215;"plast";8;8;"1";1;0.3;603;214;0.261933904528764;"50-30-83";-0.244702127659574
"Ind3";7.109;"plast";9;9;"1";1;0.3;685;7;0.0101156069364162;"50-30-83";-0.244702127659574
"Ind3";7.511;"plast";10;10;"1";1;0.83;330;30;0.0833333333333333;"50-30-83";0.285297872340425
"Ind3";7.355;"plast";11;11;"1";1;0.83;269;2;0.00738007380073801;"50-30-83";0.285297872340425
"Ind3";7.08;"plast";12;12;"1";1;0.83;178;1;0.00558659217877095;"50-30-83";0.285297872340425
"Ind3";6.821;"plast";13;13;"1";1;0.83;159;0;0;"50-30-83";0.285297872340425
"Ind30";8.506;"plast";36;2;"3";1;0.5;418;47;0.101075268817204;"50-30-83";-0.0447021276595745
"Ind30";8.451;"plast";37;3;"3";1;0.5;324;223;0.407678244972578;"50-30-83";-0.0447021276595745
"Ind30";8.422;"plast";38;4;"3";1;0.5;449;21;0.0446808510638298;"50-30-83";-0.0447021276595745
"Ind30";8.378;"plast";39;5;"3";1;0.5;352;122;0.257383966244726;"50-30-83";-0.0447021276595745
