"IdLabel";"weight";"cond";"day";"cohort_day";"cohort";"cage";"prob_cond";"successes";"failures";"sampling";"group";"prob_cen";"predicted_failures";"predicted_sampling";"slope"
"Ind12";7.925;"plast";11;11;1;1;0.3;742;16;0.0211081794195251;"50-83-30";-0.244702127659574;84.1828008854975;0.101893673888237;-2.43696798875164
"Ind12";7.617;"plast";12;12;1;1;0.3;510;148;0.224924012158055;"50-83-30";-0.244702127659574;75.1142458941813;0.128375349636874;-2.43696798875164
"Ind12";7.449;"plast";13;13;1;1;0.3;312;48;0.133333333333333;"50-83-30";-0.244702127659574;41.7363632547983;0.117987200611138;-2.43696798875164
"Ind13";8.56;"plast";19;2;2;2;0.5;402;194;0.325503355704698;"50-30-83";-0.0447021276595745;142.669006334005;0.261937074948077;-3.5479412858955
"Ind13";8.199;"plast";20;3;2;2;0.5;270;162;0.375;"50-30-83";-0.0447021276595745;105.890879171823;0.281706434072371;-3.5479412858955
"Ind13";8.038;"plast";21;4;2;2;0.5;219;87;0.284313725490196;"50-30-83";-0.0447021276595745;75.8193221909614;0.257172160995104;-3.5479412858955
"Ind13";7.734;"plast";22;5;2;2;0.5;210;42;0.166666666666667;"50-30-83";-0.0447021276595745;63.7447205349906;0.232861917520863;-3.5479412858955
"Ind13";7.923;"plast";24;7;2;2;0.3;289;329;0.532362459546926;"50-30-83";-0.244702127659574;227.027029064887;0.439951817012941;-3.5479412858955
"Ind13";7.624;"plast";25;8;2;2;0.3;300;71;0.191374663072776;"50-30-83";-0.244702127659574;138.533245771038;0.315901353220018;-3.5479412858955
"Ind13";7.783;"plast";27;10;2;2;0.83;163;8;0.0467836257309941;"50-30-83";0.285297872340425;19.9580184464736;0.109085235049769;-3.5479412858955
"Ind13";7.421;"plast";28;11;2;2;0.83;178;26;0.127450980392157;"50-30-83";0.285297872340425;24.6173618845687;0.121496803904659;-3.5479412858955
"Ind13";7.095;"plast";29;12;2;2;0.83;96;10;0.0943396226415094;"50-30-83";0.285297872340425;13.1968986809052;0.120854152822317;-3.5479412858955
"Ind13";7.28;"plast";30;13;2;2;0.83;161;17;0.0955056179775281;"50-30-83";0.285297872340425;21.768976206961;0.119106517193107;-3.5479412858955
"Ind14";8.794;"plast";19;2;2;2;0.5;408;50;0.109170305676856;"50-30-83";-0.0447021276595745;24.0585027152014;0.0556834376919089;-2.29460089144316
"Ind14";8.488;"plast";21;4;2;2;0.5;279;29;0.0941558441558442;"50-30-83";-0.0447021276595745;16.6384768933551;0.0562798085966228;-2.29460089144316
"Ind14";8.339;"plast";22;5;2;2;0.5;199;12;0.0568720379146919;"50-30-83";-0.0447021276595745;11.5624715428975;0.0549123091981843;-2.29460089144316
"Ind14";8.593;"plast";23;6;2;2;0.3;775;7;0.00895140664961637;"50-30-83";-0.244702127659574;63.7966086685987;0.0760573040106367;-2.29460089144316
"Ind14";8.255;"plast";25;8;2;2;0.3;391;1;0.00255102040816327;"50-30-83";-0.244702127659574;32.981000543938;0.0777888643633221;-2.29460089144316
"Ind14";7.975;"plast";26;9;2;2;0.3;197;44;0.182572614107884;"50-30-83";-0.244702127659574;20.8271588000471;0.0956132325958733;-2.29460089144316
"Ind14";8.211;"plast";27;10;2;2;0.83;246;2;0.00806451612903226;"50-30-83";0.285297872340425;7.10501648248039;0.0280714170790534;-2.29460089144316
"Ind14";7.992;"plast";28;11;2;2;0.83;157;1;0.00632911392405063;"50-30-83";0.285297872340425;4.63195368821488;0.0286574132312342;-2.29460089144316
"Ind14";7.805;"plast";29;12;2;2;0.83;122;1;0.00813008130081301;"50-30-83";0.285297872340425;3.68066936928543;0.0292858829265985;-2.29460089144316
"Ind14";7.654;"plast";30;13;2;2;0.83;119;0;0;"50-30-83";0.285297872340425;3.62258525903902;0.0295425614407521;-2.29460089144316
"Ind15";9.01;"plast";19;2;2;2;0.5;494;1;0.00202020202020202;"50-30-83";-0.0447021276595745;12.3334181817833;0.0243582938413821;-1.37552078665305
"Ind15";8.977;"plast";20;3;2;2;0.5;466;0;0;"50-30-83";-0.0447021276595745;11.6485345026958;0.0243872505854617;-1.37552078665305
"Ind15";8.962;"plast";21;4;2;2;0.5;538;8;0.0146520146520147;"50-30-83";-0.0447021276595745;13.6685189816085;0.0247766883759126;-1.37552078665305
"Ind15";8.797;"plast";22;5;2;2;0.5;450;9;0.0196078431372549;"50-30-83";-0.0447021276595745;11.6836158684075;0.0253065421141945;-1.37552078665305
"Ind15";8.77;"plast";23;6;2;2;0.3;772;18;0.0227848101265823;"50-30-83";-0.244702127659574;27.0164249982916;0.0338121021709276;-1.37552078665305
"Ind15";8.76;"plast";24;7;2;2;0.3;784;19;0.0236612702366127;"50-30-83";-0.244702127659574;27.4899193942291;0.0338758606080407;-1.37552078665305
"Ind15";8.691;"plast";25;8;2;2;0.3;618;5;0.00802568218298555;"50-30-83";-0.244702127659574;21.4845261213642;0.0335966317303614;-1.37552078665305
"Ind15";8.68;"plast";27;10;2;2;0.83;348;1;0.00286532951289398;"50-30-83";0.285297872340425;6.10043641374421;0.0172279833245284;-1.37552078665305
"Ind15";8.522;"plast";28;11;2;2;0.83;258;0;0;"50-30-83";0.285297872340425;4.58249380305675;0.0174516348621997;-1.37552078665305
"Ind15";8.318;"plast";29;12;2;2;0.83;189;8;0.0406091370558376;"50-30-83";0.285297872340425;3.57546633658744;0.0185665723916159;-1.37552078665305
"Ind15";8.191;"plast";30;13;2;2;0.83;259;2;0.00766283524904215;"50-30-83";0.285297872340425;4.80377987724803;0.0182096703825976;-1.37552078665305
"Ind16";9.697;"plast";19;2;2;2;0.5;625;57;0.0835777126099707;"50-30-83";-0.0447021276595745;107.240001001173;0.146454715468353;-3.2808030076658
"Ind16";9.594;"plast";21;4;2;2;0.5;481;63;0.115808823529412;"50-30-83";-0.0447021276595745;86.2077231441524;0.151986158908917;-3.2808030076658
"Ind16";9.396;"plast";22;5;2;2;0.5;352;158;0.309803921568627;"50-30-83";-0.0447021276595745;82.0595118244121;0.189051292712155;-3.2808030076658
"Ind16";9.701;"plast";23;6;2;2;0.3;726;6;0.00819672131147541;"50-30-83";-0.244702127659574;177.670449847175;0.196609781671207;-3.2808030076658
"Ind16";9.48;"plast";24;7;2;2;0.3;440;651;0.596700274977085;"50-30-83";-0.244702127659574;268.716259439217;0.379159156940808;-3.2808030076658
"Ind16";9.301;"plast";25;8;2;2;0.3;455;127;0.218213058419244;"50-30-83";-0.244702127659574;145.084818120227;0.241773852194273;-3.2808030076658
"Ind16";9.013;"plast";26;9;2;2;0.3;248;251;0.503006012024048;"50-30-83";-0.244702127659574;126.864585983375;0.338427770258889;-3.2808030076658
"Ind16";9.278;"plast";27;10;2;2;0.83;346;4;0.0114285714285714;"50-30-83";0.285297872340425;25.5331112291907;0.068723649272379;-3.2808030076658
"Ind16";8.89;"plast";28;11;2;2;0.83;117;19;0.139705882352941;"50-30-83";0.285297872340425;10.2900128894373;0.0808391220635283;-3.2808030076658
"Ind16";8.806;"plast";29;12;2;2;0.83;111;10;0.0826446280991736;"50-30-83";0.285297872340425;9.2305718960661;0.076773916571282;-3.2808030076658
"Ind16";9.505;"plast";30;13;2;2;0.83;288;6;0.0204081632653061;"50-30-83";0.285297872340425;21.0190374958249;0.0680185844411248;-3.2808030076658
"Ind17";9.013;"plast";19;2;2;2;0.5;396;15;0.0364963503649635;"50-30-83";-0.0447021276595745;37.788994744548;0.0871137700641793;-1.93607167901388
"Ind17";8.941;"plast";20;3;2;2;0.5;527;25;0.0452898550724638;"50-30-83";-0.0447021276595745;51.0761062774973;0.0883553319759231;-1.93607167901388
"Ind17";8.699;"plast";22;5;2;2;0.5;397;76;0.160676532769556;"50-30-83";-0.0447021276595745;44.7339095067898;0.101268905429372;-1.93607167901388
"Ind17";9.142;"plast";23;6;2;2;0.3;880;8;0.00900900900900901;"50-30-83";-0.244702127659574;109.638286428176;0.110786221523305;-1.93607167901388
"Ind17";9.076;"plast";24;7;2;2;0.3;710;99;0.122373300370828;"50-30-83";-0.244702127659574;100.421322155226;0.123912487751638;-1.93607167901388
"Ind17";8.881;"plast";25;8;2;2;0.3;665;32;0.0459110473457676;"50-30-83";-0.244702127659574;87.9254900226731;0.11677847434814;-1.93607167901388
"Ind17";8.611;"plast";26;9;2;2;0.3;380;72;0.15929203539823;"50-30-83";-0.244702127659574;58.3470962508388;0.133107066865228;-1.93607167901388
"Ind17";8.926;"plast";27;10;2;2;0.83;344;0;0;"50-30-83";0.285297872340425;19.6198672282368;0.0539570826473071;-1.93607167901388
"Ind17";8.419;"plast";29;12;2;2;0.83;165;76;0.315352697095436;"50-30-83";0.285297872340425;14.4494738122909;0.0805211266732689;-1.93607167901388
"Ind17";8.36;"plast";30;13;2;2;0.83;243;18;0.0689655172413793;"50-30-83";0.285297872340425;15.7445251392086;0.060849693846615;-1.93607167901388
"Ind18";8.669;"plast";19;2;2;2;0.5;454;8;0.0173160173160173;"50-30-83";-0.0447021276595745;52.110793693934;0.102963213476628;-3.1563971831962
"Ind18";8.618;"plast";20;3;2;2;0.5;427;43;0.0914893617021277;"50-30-83";-0.0447021276595745;53.2402915461724;0.110861775830514;-3.1563971831962
"Ind18";8.42;"plast";21;4;2;2;0.5;435;11;0.0246636771300448;"50-30-83";-0.0447021276595745;51.3832110539921;0.105643471826761;-3.1563971831962
"Ind18";8.361;"plast";22;5;2;2;0.5;421;44;0.0946236559139785;"50-30-83";-0.0447021276595745;53.8478459577328;0.113400211069981;-3.1563971831962
"Ind18";8.613;"plast";23;6;2;2;0.3;980;138;0.123434704830054;"50-30-83";-0.244702127659574;203.759095714921;0.17212885328823;-3.1563971831962
"Ind18";8.435;"plast";24;7;2;2;0.3;679;338;0.332350049164208;"50-30-83";-0.244702127659574;187.819561962508;0.216676653601678;-3.1563971831962
"Ind18";8.255;"plast";25;8;2;2;0.3;485;171;0.260670731707317;"50-30-83";-0.244702127659574;122.811098534796;0.202054715405572;-3.1563971831962
"Ind18";8.377;"plast";27;10;2;2;0.83;333;3;0.00892857142857143;"50-30-83";0.285297872340425;16.733673073949;0.0478469028357207;-3.1563971831962
"Ind18";8.271;"plast";28;11;2;2;0.83;303;63;0.172131147540984;"50-30-83";0.285297872340425;18.4275454736286;0.0573303244638703;-3.1563971831962
"Ind18";8.269;"plast";29;12;2;2;0.83;322;6;0.0182926829268293;"50-30-83";0.285297872340425;16.5177343845059;0.0487942955619104;-3.1563971831962
"Ind18";8.263;"plast";30;13;2;2;0.83;300;2;0.00662251655629139;"50-30-83";0.285297872340425;15.2178907136327;0.0482773699144437;-3.1563971831962
"Ind19";8.998;"plast";19;2;2;2;0.5;587;226;0.277982779827798;"50-83-30";-0.0447021276595745;139.309953161461;0.191805099950891;-2.31993938026362
"Ind19";9.003;"plast";20;3;2;2;0.5;435;114;0.207650273224044;"50-83-30";-0.0447021276595745;94.0356576327932;0.177749186233613;-2.31993938026362
"Ind19";9.072;"plast";21;4;2;2;0.5;596;109;0.154609929078014;"50-83-30";-0.0447021276595745;120.102907282826;0.167717385394431;-2.31993938026362
"Ind19";8.988;"plast";22;5;2;2;0.5;499;48;0.0877513711151737;"50-83-30";-0.0447021276595745;93.8041285803334;0.158237981245135;-2.31993938026362
"Ind19";9.287;"plast";23;6;2;2;0.83;393;10;0.0248138957816377;"50-83-30";0.285297872340425;39.6874295529043;0.0917230934901745;-2.31993938026362
"Ind19";9.196;"plast";24;7;2;2;0.83;377;58;0.133333333333333;"50-83-30";0.285297872340425;43.1701900418558;0.102744533203451;-2.31993938026362
"Ind19";9.015;"plast";25;8;2;2;0.83;221;11;0.0474137931034483;"50-83-30";0.285297872340425;23.3876777338508;0.0956990874119319;-2.31993938026362
"Ind19";8.91;"plast";26;9;2;2;0.83;242;45;0.156794425087108;"50-83-30";0.285297872340425;29.20226259927;0.107677061095982;-2.31993938026362
"Ind19";9.173;"plast";27;10;2;2;0.3;636;111;0.14859437751004;"50-83-30";-0.244702127659574;171.310090336981;0.212198624032402;-2.31993938026362
"Ind19";9.009;"plast";28;11;2;2;0.3;614;69;0.101024890190337;"50-83-30";-0.244702127659574;158.449871818542;0.20512641350501;-2.31993938026362
"Ind19";9.109;"plast";30;13;2;2;0.3;511;66;0.114384748700173;"50-83-30";-0.244702127659574;132.918581309128;0.206421409736143;-2.31993938026362
"Ind2";8.408;"plast";2;2;1;1;0.5;468;78;0.142857142857143;"50-30-83";-0.0447021276595745;27.4550687250994;0.0554138416541918;-2.49372179852563
"Ind2";8.402;"plast";3;3;1;1;0.5;523;12;0.0224299065420561;"50-30-83";-0.0447021276595745;26.9167974617045;0.0489470363261252;-2.49372179852563
"Ind2";8.094;"plast";4;4;1;1;0.5;469;13;0.0269709543568465;"50-30-83";-0.0447021276595745;24.9710109259826;0.0505515715976383;-2.49372179852563
"Ind2";8.084;"plast";5;5;1;1;0.5;369;3;0.00806451612903226;"50-30-83";-0.0447021276595745;19.2911655339579;0.0496822159407869;-2.49372179852563
"Ind2";8.034;"plast";6;6;1;1;0.3;779;12;0.0151706700379267;"50-30-83";-0.244702127659574;63.8318487843499;0.0757349747478303;-2.49372179852563
"Ind2";8.011;"plast";7;7;1;1;0.3;841;159;0.159;"50-30-83";-0.244702127659574;80.8660653015661;0.0877199718541681;-2.49372179852563
"Ind2";7.768;"plast";9;9;1;1;0.3;574;15;0.0254668930390492;"50-30-83";-0.244702127659574;48.7144584375734;0.0782292072674863;-2.49372179852563
"Ind2";7.933;"plast";10;10;1;1;0.83;332;1;0.003003003003003;"50-30-83";0.285297872340425;8.74395720298272;0.0256613712969645;-2.49372179852563
"Ind2";7.821;"plast";11;11;1;1;0.83;269;9;0.0323741007194245;"50-30-83";0.285297872340425;7.39368832405563;0.0267505686142404;-2.49372179852563
"Ind2";7.581;"plast";13;13;1;1;0.83;171;1;0.00581395348837209;"50-30-83";0.285297872340425;4.70619869692063;0.0267844773367299;-2.49372179852563
"Ind20";7.868;"plast";19;2;2;2;0.5;515;19;0.0355805243445693;"50-83-30";-0.0447021276595745;55.9424310843273;0.0979826126744199;-0.888024289622761
"Ind20";7.837;"plast";20;3;2;2;0.5;610;132;0.177897574123989;"50-83-30";-0.0447021276595745;77.941494004267;0.113296689738246;-0.888024289622761
"Ind20";7.724;"plast";21;4;2;2;0.5;484;106;0.179661016949153;"50-83-30";-0.0447021276595745;62.5906267051184;0.114510977040383;-0.888024289622761
"Ind20";7.46;"plast";22;5;2;2;0.5;291;68;0.18941504178273;"50-83-30";-0.0447021276595745;38.9995228903363;0.118180543258835;-0.888024289622761
"Ind20";7.935;"plast";23;6;2;2;0.83;472;11;0.0227743271221532;"50-83-30";0.285297872340425;42.1548021863828;0.0819885412080651;-0.888024289622761
"Ind20";7.846;"plast";24;7;2;2;0.83;330;107;0.244851258581236;"50-83-30";0.285297872340425;38.4516248505918;0.104360036045937;-0.888024289622761
"Ind20";7.635;"plast";25;8;2;2;0.83;236;7;0.0288065843621399;"50-83-30";0.285297872340425;21.8077767432057;0.0845892898138902;-0.888024289622761
"Ind20";7.41;"plast";26;9;2;2;0.83;135;25;0.15625;"50-83-30";0.285297872340425;14.6743407671535;0.0980417932154593;-0.888024289622761
"Ind20";7.683;"plast";27;10;2;2;0.3;928;12;0.0127659574468085;"50-83-30";-0.244702127659574;114.865908207809;0.110144465653507;-0.888024289622761
"Ind20";7.333;"plast";28;11;2;2;0.3;257;9;0.0338345864661654;"50-83-30";-0.244702127659574;33.4933796641604;0.115298254655174;-0.888024289622761
"Ind20";7.23;"plast";29;12;2;2;0.3;343;14;0.0392156862745098;"50-83-30";-0.244702127659574;45.3613131634898;0.116801832793252;-0.888024289622761
"Ind20";7.674;"plast";30;13;2;2;0.3;1013;38;0.0361560418648906;"50-83-30";-0.244702127659574;128.5266441562;0.112591891581475;-0.888024289622761
"Ind21";8.869;"plast";19;2;2;2;0.5;564;19;0.032590051457976;"50-83-30";-0.0447021276595745;9.81866561522246;0.0171110948520563;0.139536303150305
"Ind21";9.01;"plast";20;3;2;2;0.5;670;15;0.0218978102189781;"50-83-30";-0.0447021276595745;11.3711626765841;0.0166886468043578;0.139536303150305
"Ind21";9.225;"plast";21;4;2;2;0.5;707;16;0.0221300138312586;"50-83-30";-0.0447021276595745;11.7526762502327;0.0163514886811233;0.139536303150305
"Ind21";8.849;"plast";22;5;2;2;0.5;441;0;0;"50-83-30";-0.0447021276595745;7.44269792226896;0.0165967646630274;0.139536303150305
"Ind21";9.143;"plast";23;6;2;2;0.83;481;0;0;"50-83-30";0.285297872340425;8.82945508199699;0.0180255699006891;0.139536303150305
"Ind21";9.11;"plast";24;7;2;2;0.83;385;4;0.0102827763496144;"50-83-30";0.285297872340425;7.16184604723266;0.0182624753514907;0.139536303150305
"Ind21";8.984;"plast";25;8;2;2;0.83;342;0;0;"50-83-30";0.285297872340425;6.36979927499342;0.0182845909382784;0.139536303150305
"Ind21";8.769;"plast";26;9;2;2;0.83;224;8;0.0344827586206897;"50-83-30";0.285297872340425;4.41131956270775;0.0193130514334981;0.139536303150305
"Ind21";8.949;"plast";27;10;2;2;0.3;880;1;0.00113507377979569;"50-83-30";-0.244702127659574;15.0658339267728;0.0168320958701741;0.139536303150305
"Ind21";8.691;"plast";28;11;2;2;0.3;761;3;0.00392670157068063;"50-83-30";-0.244702127659574;13.4373837461937;0.0173511558561299;0.139536303150305
"Ind21";8.438;"plast";29;12;2;2;0.3;332;0;0;"50-83-30";-0.244702127659574;6.01237302559942;0.0177874347373197;0.139536303150305
"Ind21";8.454;"plast";30;13;2;2;0.3;451;1;0.00221238938053097;"50-83-30";-0.244702127659574;8.17002005851499;0.0177930171866923;0.139536303150305
"Ind22";8.266;"plast";19;2;2;2;0.5;390;10;0.025;"50-83-30";-0.0447021276595745;32.4332590475409;0.0767772384226282;-1.29975666696022
"Ind22";7.969;"plast";20;3;2;2;0.5;184;89;0.326007326007326;"50-83-30";-0.0447021276595745;22.7138640619086;0.109880699898803;-1.29975666696022
"Ind22";8.148;"plast";23;6;2;2;0.83;220;0;0;"50-83-30";0.285297872340425;13.3094043025773;0.0570461544075455;-1.29975666696022
"Ind22";7.636;"plast";25;8;2;2;0.83;95;6;0.0594059405940594;"50-83-30";0.285297872340425;6.42457639450417;0.0633433889781796;-1.29975666696022
"Ind22";7.459;"plast";26;9;2;2;0.83;94;18;0.160714285714286;"50-83-30";0.285297872340425;7.25615657759844;0.0716613865551733;-1.29975666696022
"Ind22";7.73;"plast";27;10;2;2;0.3;371;0;0;"50-83-30";-0.244702127659574;38.981861914349;0.0950819183373846;-1.29975666696022
"Ind22";7.467;"plast";28;11;2;2;0.3;222;20;0.0826446280991736;"50-83-30";-0.244702127659574;26.0245488340507;0.104927310447255;-1.29975666696022
"Ind22";7.267;"plast";29;12;2;2;0.3;180;17;0.0862944162436548;"50-83-30";-0.244702127659574;21.574781579954;0.107031154447246;-1.29975666696022
"Ind22";7.495;"plast";30;13;2;2;0.3;242;14;0.0546875;"50-83-30";-0.244702127659574;27.4610333141967;0.101910962696327;-1.29975666696022
"Ind23";9.253;"plast";19;2;2;2;0.5;298;38;0.113095238095238;"50-83-30";-0.0447021276595745;58.0428585124941;0.163022111312639;-1.50224151812215
"Ind23";9.245;"plast";20;3;2;2;0.5;244;112;0.314606741573034;"50-83-30";-0.0447021276595745;61.5347881470404;0.20140026777385;-1.50224151812215
"Ind23";9.048;"plast";21;4;2;2;0.5;246;92;0.272189349112426;"50-83-30";-0.0447021276595745;59.3053318549916;0.194249250396843;-1.50224151812215
"Ind23";9.051;"plast";22;5;2;2;0.5;470;92;0.163701067615658;"50-83-30";-0.0447021276595745;98.5855402857569;0.173387350364574;-1.50224151812215
"Ind23";9.301;"plast";24;7;2;2;0.83;243;59;0.195364238410596;"50-83-30";0.285297872340425;38.9503767588023;0.138146212842705;-1.50224151812215
"Ind23";9.129;"plast";25;8;2;2;0.83;211;48;0.185328185328185;"50-83-30";0.285297872340425;33.8691265217515;0.138315217613777;-1.50224151812215
"Ind23";8.884;"plast";26;9;2;2;0.83;127;27;0.175324675324675;"50-83-30";0.285297872340425;20.5499005647882;0.139274242043727;-1.50224151812215
"Ind23";9.014;"plast";28;11;2;2;0.3;573;31;0.0513245033112583;"50-83-30";-0.244702127659574;128.418064746659;0.183083486441201;-1.50224151812215
"Ind23";8.834;"plast";29;12;2;2;0.3;332;12;0.0348837209302326;"50-83-30";-0.244702127659574;74.095393618755;0.182458099212808;-1.50224151812215
"Ind23";8.978;"plast";30;13;2;2;0.3;363;58;0.137767220902613;"50-83-30";-0.244702127659574;89.7415063974396;0.198217978977743;-1.50224151812215
"Ind24";8.441;"plast";19;2;2;2;0.5;365;27;0.0688775510204082;"50-83-30";-0.0447021276595745;55.001017695012;0.130954486722105;-2.13120198285208
"Ind24";8.044;"plast";21;4;2;2;0.5;275;98;0.262734584450402;"50-83-30";-0.0447021276595745;53.9915602093035;0.164112295692188;-2.13120198285208
"Ind24";8.263;"plast";23;6;2;2;0.83;293;0;0;"50-83-30";0.285297872340425;24.7687837502645;0.0779459311828766;-2.13120198285208
"Ind24";7.778;"plast";25;8;2;2;0.83;143;30;0.173410404624277;"50-83-30";0.285297872340425;15.3169747568805;0.0967487837637247;-2.13120198285208
