"group_night";"IdLabel";"group";"sex";"phase";"n_detections";"n_chases";"prop_chases";"n_chased";"weight";"forearm";"prop_chased"
9;"Ind14";"mixed3";"m";"2";75;0;0;0;9.88;36.6;0
9;"Ind15";"mixed3";"f";"1";1796;1;0.000556792873051225;8;10.37;37.5;0.0044543429844098
9;"Ind15";"mixed3";"f";"2";80;0;0;0;10.37;37.5;0
9;"Ind16";"mixed3";"m";"1";439;0;0;0;9.91;35.4;0
9;"Ind16";"mixed3";"m";"2";79;0;0;0;9.91;35.4;0
9;"Ind17";"mixed3";"f";"1";867;0;0;0;10.16;38.1;0
9;"Ind17";"mixed3";"f";"2";140;0;0;0;10.16;38.1;0
9;"Ind18";"mixed3";"f";"1";1560;0;0;2;9.55;36.8;0.00128205128205128
9;"Ind18";"mixed3";"f";"2";143;0;0;0;9.55;36.8;0
9;"Ind19";"mixed4";"f";"1";2039;0;0;4;10.33;36.7;0.00196174595389897
9;"Ind19";"mixed4";"f";"2";2318;0;0;1;10.33;36.7;0.000431406384814495
9;"Ind20";"mixed4";"f";"1";2413;0;0;12;10.47;36.3;0.0049730625777041
9;"Ind20";"mixed4";"f";"2";3255;0;0;6;10.47;36.3;0.00184331797235023
9;"Ind21";"mixed4";"m";"1";124;0;0;2;8.7;34;0.0161290322580645
9;"Ind21";"mixed4";"m";"2";2426;1;0.000412201154163232;3;8.7;34;0.00123660346248969
9;"Ind22";"mixed4";"m";"1";1985;26;0.0130982367758186;0;8.89;35.1;0
9;"Ind22";"mixed4";"m";"2";2009;13;0.00647088103534097;0;8.89;35.1;0
9;"Ind23";"mixed4";"f";"1";1675;0;0;5;9.95;35.8;0.00298507462686567
9;"Ind23";"mixed4";"f";"2";1940;0;0;2;9.95;35.8;0.00103092783505155
9;"Ind24";"mixed4";"m";"1";344;0;0;3;9.32;34.5;0.00872093023255814
9;"Ind24";"mixed4";"m";"2";1739;0;0;2;9.32;34.5;0.00115008625646924
9;"Ind7";"mixed2";"m";"1";931;0;0;3;9.12;35;0.00322234156820623
9;"Ind7";"mixed2";"m";"2";3300;2;0.000606060606060606;2;9.12;35;0.000606060606060606
9;"Ind8";"mixed2";"m";"1";2153;37;0.0171853228053878;0;9.85;35;0
9;"Ind8";"mixed2";"m";"2";2171;10;0.00460617227084293;0;9.85;35;0
9;"Ind9";"mixed2";"m";"1";676;0;0;16;10.24;36.8;0.0236686390532544
9;"Ind9";"mixed2";"m";"2";1759;0;0;6;10.24;36.8;0.00341102899374645
